Id,Year,Variety,Owner,IdOwnerVarietyYear,Species,Country,Region,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,CleanCup,Sweetness,CupperPoints,TotalCupPoints,Color,AltitudeLowMeters,AltitudeHighMeters,AltitudeMeanMeters
764,2014,Bourbon,Essencecoffee,"764, Essencecoffee, 2014, Bourbon",Arabica,Guatemala,atitlan,7.42,7.42,7.5,7.5,7.42,7.5,10,10,10,7.42,82.17,Blue-Green,1500,1500,1500
765,2014,Mundo Novo,Bourbon Specialty Coffees,"765, Bourbon Specialty Coffees, 2014, Mundo Novo",Arabica,Brazil,cerrado,7.58,7.5,7.42,7.25,7.5,7.42,10,10,10,7.5,82.17,Green,,,
766,2014,Other,Tembo Coffee Company Ltd,"766, Tembo Coffee Company Ltd, 2014, Other",Arabica,Tanzania,"ilomba vilage, mbozi",7.75,7.42,7.42,7.58,7.33,7.42,10,10,10,7.25,82.17,Green,1700,1700,1700
767,2013,Other,J.Andrade,"767, J.Andrade, 2013, Other",Arabica,Mexico,veracruz,7.42,7.33,7.17,7.42,7.33,8.17,10,10,10,7.33,82.17,Green,1100,1100,1100
768,2013,Other,Lusso Lab,"768, Lusso Lab, 2013, Other",Arabica,Mexico,"la concordia, chiapas",7.5,7.5,7.33,7.42,7.5,7.42,10,10,10,7.5,82.17,None,1200,1600,1400
769,2013,Typica,Cqi Taiwan Icp CqiÂè∞«Å£≈êàƒΩåÂ§•ƒº¥,"769, Cqi Taiwan Icp CqiÂè∞«Å£≈êàƒΩåÂ§•ƒº¥, 2013, Typica",Arabica,Taiwan,yunlin Èõ≤ÊûóÁ∏£Áü≥Â£Å,7.5,7.5,7.5,7.5,7.5,7.5,10,10,10,7.17,82.17,Green,1200,1200,1200
770,2012,Typica,"Lin, Che-Hao Krude ∆ûó≈ì≤»±™","770, Lin, Che-Hao Krude ∆ûó≈ì≤»±™, 2012, Typica",Arabica,Taiwan,"dongshan dist., tainan city Ëá∫ÂçóÂ∏ÇÊù±Â±±ÂçÄ",7.67,7.5,7.5,7.17,7.17,7.58,10,10,10,7.58,82.17,Green,800,800,800
771,2013,Caturra,Exportadora De Cafe Condor S.A,"771, Exportadora De Cafe Condor S.A, 2013, Caturra",Arabica,Colombia,huila,7.33,7.25,7.25,7.58,7.75,7.5,10,10,10,7.5,82.17,Bluish-Green,1750,1750,1750
772,2012,Typica,Saul M. Hernandez Ramirez,"772, Saul M. Hernandez Ramirez, 2012, Typica",Arabica,Mexico,san bartolo tutotepec,7.5,7.67,7,7.5,7.33,7.5,10,10,10,7.67,82.17,None,1144,1144,1144
773,2012,Caturra,The Coffee Source Inc.,"773, The Coffee Source Inc., 2012, Caturra",Arabica,Guatemala,oriente,7.25,7.75,7,7.75,8.17,7.75,10,10,9.33,7.17,82.17,None,1350,1350,1350
774,2012,Typica,Salvador Caro Carrion,"774, Salvador Caro Carrion, 2012, Typica",Arabica,Mexico,altotonga,7.5,7.58,7.25,7.5,7.5,7.33,10,10,10,7.5,82.17,Green,1000,1000,1000
775,2012,Typica,Organizaciones De Productores De Cafe Colimense,"775, Organizaciones De Productores De Cafe Colimense, 2012, Typica",Arabica,Mexico,colima,7,7.67,7.5,7.5,7.42,7.5,10,10,10,7.58,82.17,Green,1200,1200,1200
776,,,Exportadora De Cafe Condor S.A,"776, Exportadora De Cafe Condor S.A",Arabica,Colombia,huila,7.58,7.67,7.42,7.17,7.17,7.75,10,10,10,7.42,82.17,,1800,1800,1800
777,2017,Bourbon,Sanjava Coffee,"777, Sanjava Coffee, 2017, Bourbon",Arabica,Indonesia,aceh gayo,7.5,7.5,7.42,7.42,7.5,7.42,10,10,10,7.33,82.08,,1300,1300,1300
778,2016,Caturra,Ra„∫l Vargas,"778, Ra„∫l Vargas, 2016, Caturra",Arabica,Colombia,huila,7.75,7.58,7.42,7.67,7.83,7.58,9.33,9.33,10,7.58,82.08,Green,,,
779,2016,Bourbon,Ipanema Coffees,"779, Ipanema Coffees, 2016, Bourbon",Arabica,Brazil,south of minas,7.42,7.58,7.42,7.5,7.42,7.25,10,10,10,7.5,82.08,Green,894,894,894
780,2015,Yellow Bourbon,Ipanema Coffees,"780, Ipanema Coffees, 2015, Yellow Bourbon",Arabica,Brazil,south of minas,7.25,7.25,7.58,7.58,7.25,7.92,10,10,10,7.25,82.08,Green,1,1,1
781,2015,Caturra,"Cafetalera Internacional Cafinter, S.A.","781, Cafetalera Internacional Cafinter, S.A., 2015, Caturra",Arabica,Costa Rica,tres rios,7.75,7.42,7.42,7.25,7.17,7.42,10,10,10,7.67,82.08,Blue-Green,1200,1400,1300
782,2014,Bourbon,Balam Hinyula,"782, Balam Hinyula, 2014, Bourbon",Arabica,Tanzania,kilimanjaro,7.42,7.33,7.42,7.42,7.5,7.58,10,10,10,7.42,82.08,Green,1500,1500,1500
783,2014,Other,Ngorogoro Convenant Estate,"783, Ngorogoro Convenant Estate, 2014, Other",Arabica,Tanzania,ngorogoro,7.42,7.5,7.5,7.33,7.33,7.5,10,10,10,7.5,82.08,Green,1500,1700,1600
784,2013,,Cafe Politico,"784, Cafe Politico, 2013",Arabica,Colombia,,7.5,7.42,7.42,7.42,7.67,7.42,10,10,10,7.25,82.08,Green,,,
785,2013,Caturra,"Ceca, S.A.","785, Ceca, S.A., 2013, Caturra",Arabica,Costa Rica,turrialba,7.58,7.33,7.33,7.33,7.5,7.67,10,10,10,7.33,82.08,Green,13,13,13
786,2012,Hawaiian Kona,Kona Pacific Farmers Cooperative,"786, Kona Pacific Farmers Cooperative, 2012, Hawaiian Kona",Arabica,United States,kona,7.25,7.58,7.58,7.25,7.5,7.42,10,10,10,7.5,82.08,Bluish-Green,,,
787,2012,Typica,"El Equimite, Cafetal Biodin„°Mico","787, El Equimite, Cafetal Biodin„°Mico, 2012, Typica",Arabica,Mexico,coatepec,7.42,7.58,7.5,7.33,7.42,7.42,10,10,10,7.42,82.08,Green,1300,1300,1300
788,2012,Typica,Julio Perez Hernandez,"788, Julio Perez Hernandez, 2012, Typica",Arabica,Mexico,tapachula,7.5,7.42,7.42,7.5,7.25,7.5,10,10,10,7.5,82.08,Green,1800,1800,1800
789,2012,Typica,Rosa Aurora Falcon Fernandez,"789, Rosa Aurora Falcon Fernandez, 2012, Typica",Arabica,Mexico,coatepec,7.67,7.5,7.25,7.58,7.42,7.33,10,10,10,7.33,82.08,Green,1250,1250,1250
790,2012,Other,Royal Base Corporation,"790, Royal Base Corporation, 2012, Other",Arabica,Vietnam,don duong,7.67,8,7.17,7.08,7.67,7.08,10,10,10,7.42,82.08,Green,1040,1040,1040
791,2012,Typica,Sergio De La Vequia Bernardi,"791, Sergio De La Vequia Bernardi, 2012, Typica",Arabica,Mexico,veracruz,7.58,7.42,7.25,7.75,7.33,7.42,10,10,10,7.33,82.08,Green,1250,1250,1250
792,2012,Hawaiian Kona,Kona Pacific Farmers Cooperative,"792, Kona Pacific Farmers Cooperative, 2012, Hawaiian Kona",Arabica,United States,kona,7.33,7.5,7.33,7.58,7.08,7.83,10,10,10,7.42,82.08,Green,,,
793,,,Carcafe Ltda Ci,"793, Carcafe Ltda Ci",Arabica,Colombia,cauca,7.67,7.42,7.67,7.33,7.25,7.58,10,10,10,7.17,82.08,,1600,1600,1600
794,2017,Caturra,Bismarck Castro,"794, Bismarck Castro, 2017, Caturra",Arabica,Honduras,el para√≠so,7.5,7.5,7.17,7.5,7.5,7.42,10,10,10,7.42,82,Green,1600,1600,1600
795,2016,Caturra,Bismarck Castro,"795, Bismarck Castro, 2016, Caturra",Arabica,Honduras,guinope el para√≠so,7.5,7.5,7.25,7.33,7.42,7.5,10,10,10,7.5,82,Green,1600,1600,1600
796,2016,Bourbon,Ipanema Coffees,"796, Ipanema Coffees, 2016, Bourbon",Arabica,Brazil,south of minas,7.5,7.33,7.42,7.5,7.33,7.42,10,10,10,7.5,82,Green,944,944,944
797,2015,Other,Didas,"797, Didas, 2015, Other",Arabica,Tanzania,kilimanjaro,7.67,7.33,7.33,7.42,7.42,7.42,10,10,10,7.42,82,Green,1500,1800,1650
798,2015,Other,Minwook Ku,"798, Minwook Ku, 2015, Other",Arabica,Laos,lao p.d.r.,7.42,7.5,7.25,7.33,7.5,7.5,10,10,10,7.5,82,Blue-Green,1250,1250,1250
799,2014,Other,Finca Estate,"799, Finca Estate, 2014, Other",Arabica,Tanzania,meru,7.42,7.42,7.33,7.58,7.33,7.42,10,10,10,7.5,82,Green,1300,1400,1350
800,2014,Gesha,Afca,"800, Afca, 2014, Gesha",Arabica,Malawi,mzuzu,7.5,7.42,7.33,7.58,7.33,7.5,10,10,10,7.33,82,Bluish-Green,2500,2500,2500
801,2013,Typica,"Lin, Che-Hao Krude ∆ûó≈ì≤»±™","801, Lin, Che-Hao Krude ∆ûó≈ì≤»±™, 2013, Typica",Arabica,Taiwan,"dongshan dist., tainan city Ëá∫ÂçóÂ∏ÇÊù±Â±±ÂçÄ",7.33,7.5,7.17,7.42,7.5,7.33,10,10,10,7.75,82,Green,600,600,600
802,2013,,Doi Tung Development Project,"802, Doi Tung Development Project, 2013",Arabica,Thailand,thailand,7.58,7.5,7.42,7.42,7.33,7.42,10,10,10,7.33,82,Green,800,800,800
803,2013,Catuai,Eric Thormaehlen,"803, Eric Thormaehlen, 2013, Catuai",Arabica,Costa Rica,central valley,7.5,7.25,7.33,7.33,7.75,7.5,10,10,10,7.33,82,Green,1200,1400,1300
804,2014,Caturra,Beneficio Santa Rosa,"804, Beneficio Santa Rosa, 2014, Caturra",Arabica,Honduras,occidental,7.33,7.33,7.33,7.5,7.5,7.83,10,10,10,7.17,82,Green,1400,1400,1400
805,2013,Caturra,Racafe & Cia S.C.A,"805, Racafe & Cia S.C.A, 2013, Caturra",Arabica,Colombia,huila,7.33,7.33,7.58,7.5,7.5,7.58,10,10,10,7.17,82,Green,1800,2000,1900
806,2012,Typica,"Lin, Che-Hao Krude ∆ûó≈ì≤»±™","806, Lin, Che-Hao Krude ∆ûó≈ì≤»±™, 2012, Typica",Arabica,Taiwan,"dongshan dist., tainan city Ëá∫ÂçóÂ∏ÇÊù±Â±±ÂçÄ",7.42,7.58,7.33,7.42,8,7.5,9.33,10,10,7.42,82,Bluish-Green,600,700,650
807,2012,Mundo Novo,Owen Carver,"807, Owen Carver, 2012, Mundo Novo",Arabica,Brazil,"minas gerais, br",7.33,7.67,7.42,7.17,7.33,7.42,10,10,10,7.67,82,Blue-Green,894,1183,1038.5
808,2012,Typica,Jorge Octavio Escamilla Prado,"808, Jorge Octavio Escamilla Prado, 2012, Typica",Arabica,Mexico,coscomatepec,7.67,7.33,7.25,7.5,7.42,7.42,10,10,10,7.42,82,Green,940,940,940
809,2012,Mundo Novo,Nucoffee,"809, Nucoffee, 2012, Mundo Novo",Arabica,Brazil,south of minas,7.42,7.5,7.33,7.5,7.33,7.5,10,10,10,7.42,82,Green,1000,1000,1000
810,2012,Catuai,Nucoffee,"810, Nucoffee, 2012, Catuai",Arabica,Brazil,cerrado,7.42,7.5,7.25,7.5,7.5,7.42,10,10,10,7.42,82,Blue-Green,1050,1050,1050
811,2012,Bourbon,Juan Luis Alvarado Romero,"811, Juan Luis Alvarado Romero, 2012, Bourbon",Arabica,Guatemala,san marcos,7.33,7.33,7.33,7.5,7.67,7.67,10,10,10,7.17,82,Green,,,
812,2012,Mundo Novo,Nucoffee,"812, Nucoffee, 2012, Mundo Novo",Arabica,Brazil,south of minas,7.58,7.5,7.17,7.5,7.5,7.42,10,10,10,7.33,82,Green,950,950,950
813,2012,Bourbon,Felipe Isaza,"813, Felipe Isaza, 2012, Bourbon",Arabica,Guatemala,oriente,7.75,7.33,7.33,7.42,7.75,7.67,10,10,9.33,7.42,82,Green,427.353984,427.353984,427.353984
814,,Caturra,Racafe & Cia S.C.A,"814, Racafe & Cia S.C.A, Caturra",Arabica,Colombia,huila,7.33,7,7.08,7.42,7.5,7.67,10,10,10,8,82,,1600,1950,1775
815,2017,Bourbon,Juan Luis Alvarado Romero,"815, Juan Luis Alvarado Romero, 2017, Bourbon",Arabica,Guatemala,oriente,7.58,7.5,7.25,7.58,7.58,7.5,9.33,10,10,7.58,81.92,Green,1901,1901,1901
816,2017,Bourbon,Juan Luis Alvarado Romero,"816, Juan Luis Alvarado Romero, 2017, Bourbon",Arabica,Guatemala,santa rosa,7.5,7.5,7.25,7.42,7.42,7.42,10,10,10,7.42,81.92,Green,371.61216,371.61216,371.61216
817,2017,Caturra,Bismarck Castro,"817, Bismarck Castro, 2017, Caturra",Arabica,Honduras,comayagua,7.58,7.5,7.25,7.33,7.42,7.5,10,10,10,7.33,81.92,Green,1400,1400,1400
818,2016,Catuai,Gabriel Barbara,"818, Gabriel Barbara, 2016, Catuai",Arabica,Brazil,monte carmelo,7.42,7.33,7.33,7.5,7.5,7.33,10,10,10,7.5,81.92,Green,1020,1020,1020
819,2014,Bourbon,Consejo Salvadore„±O Del Caf„©,"819, Consejo Salvadore„±O Del Caf„©, 2014, Bourbon",Arabica,El Salvador,"el balsamo, quezaltepec",7.67,7.58,7.33,7.5,7.5,7.67,10,10,9.33,7.33,81.92,Green,1250,1250,1250
820,2015,Catuai,Juan Luis Alvarado Romero,"820, Juan Luis Alvarado Romero, 2015, Catuai",Arabica,Guatemala,nuevo oriente,7.58,7.58,7.17,7.83,7.17,7.33,10,10,10,7.25,81.92,Green,1300,1800,1550
821,2014,Other,Mcomafa Co Ltd,"821, Mcomafa Co Ltd, 2014, Other",Arabica,Tanzania,mbeya,7.33,7.33,7.33,7.42,7.5,7.58,10,10,10,7.42,81.92,Green,1877,1877,1877
822,2013,,Chris Finch,"822, Chris Finch, 2013",Arabica,Nicaragua,,7.58,7.42,7.25,7.17,7.5,7.67,10,10,10,7.33,81.92,Green,,,
823,2014,SL28,Lusso Lab,"823, Lusso Lab, 2014, SL28",Arabica,Zambia,mubuyu estate,7.67,7.08,7.42,7.33,7.75,7.42,10,10,10,7.25,81.92,,1000,1500,1250
824,2012,,Rob Tuttle,"824, Rob Tuttle, 2012",Arabica,Honduras,,7.42,7.33,7.33,7.58,7.33,7.5,10,10,10,7.42,81.92,Green,,,
825,2012,Typica,Cqi Taiwan Icp CqiÂè∞«Å£≈êàƒΩåÂ§•ƒº¥,"825, Cqi Taiwan Icp CqiÂè∞«Å£≈êàƒΩåÂ§•ƒº¥, 2012, Typica",Arabica,Taiwan,taichung xinshe Âè∞‰∏≠Â∏ÇÊñ∞Á§æÂçÄ,7.5,7.5,7.42,7.25,7.5,7.5,10,10,10,7.25,81.92,Green,1000,1000,1000
826,2013,Bourbon,Calixto Guillen Vazquez,"826, Calixto Guillen Vazquez, 2013, Bourbon",Arabica,Mexico,chiapas,7.58,7.5,7.25,7.58,7.5,7.25,10,10,10,7.25,81.92,Green,1300,1300,1300
827,2012,Typica,Saul M. Hernandez Ramirez,"827, Saul M. Hernandez Ramirez, 2012, Typica",Arabica,Mexico,"chapulhuacan, hidalgo",7.5,7.5,7.25,7.25,7.5,7.5,10,10,10,7.42,81.92,None,981,981,981
828,2012,Mundo Novo,Saul M. Hernandez Ramirez,"828, Saul M. Hernandez Ramirez, 2012, Mundo Novo",Arabica,Mexico,"huazalingo, hidalgo",7.5,7.42,7.25,7.5,7.33,7.33,10,10,10,7.58,81.92,None,690,690,690
829,2012,Other,Juan Hermilio Sampieri Carcamo,"829, Juan Hermilio Sampieri Carcamo, 2012, Other",Arabica,Mexico,veracruz,7.33,7.58,7.17,7.58,7.42,7.33,10,10,10,7.5,81.92,Green,1650,1650,1650
830,2012,Bourbon,Modesto Landeros Flores,"830, Modesto Landeros Flores, 2012, Bourbon",Arabica,Mexico,fort√≠n de las flores,7.67,7.42,7.33,7.83,7.5,7.5,9.33,10,10,7.33,81.92,Green,1000,1000,1000
831,2012,Mundo Novo,Nucoffee,"831, Nucoffee, 2012, Mundo Novo",Arabica,Brazil,grama valley,7.42,7.58,7.25,7.5,7.33,7.5,10,10,10,7.33,81.92,Green,1100,1100,1100
832,2010,,Exportadora De Cafe Condor S.A,"832, Exportadora De Cafe Condor S.A, 2010",Arabica,Colombia,cundinamarca,7.67,7.33,7.33,7.58,7.33,7.33,10,10,10,7.33,81.92,,1600,1600,1600
833,2017,Bourbon,Juan Luis Alvarado Romero,"833, Juan Luis Alvarado Romero, 2017, Bourbon",Arabica,Guatemala,oriente,7.42,7.5,7.25,7.5,7.33,7.42,10,10,10,7.42,81.83,Green,48.12377472,48.12377472,48.12377472
834,2016,Catuai,Troy Quimby,"834, Troy Quimby, 2016, Catuai",Arabica,Costa Rica,tarrazu,7.25,7.33,7.5,7.33,7.67,7.42,10,10,10,7.33,81.83,Green,1900,1900,1900
835,2016,Mundo Novo,Gabriel Barbara,"835, Gabriel Barbara, 2016, Mundo Novo",Arabica,Brazil,monte carmelo,7.42,7.5,7.42,7.5,7.42,7.25,10,10,10,7.33,81.83,Green,973,973,973
836,2015,Other,Aulia Arif Syahri,"836, Aulia Arif Syahri, 2015, Other",Arabica,Indonesia,bali,7.75,7.83,7.58,7.75,7.92,7.83,10,10,10,5.17,81.83,Green,1250,1250,1250
837,2015,Bourbon,Juan Luis Alvarado Romero,"837, Juan Luis Alvarado Romero, 2015, Bourbon",Arabica,Guatemala,norte,7.58,7.5,7.33,7.42,7.58,7.25,10,10,10,7.17,81.83,Green,3280,3280,3280
838,2015,Yellow Bourbon,Ipanema Coffees,"838, Ipanema Coffees, 2015, Yellow Bourbon",Arabica,Brazil,south of minas,7.17,7.58,6.83,7.5,7.75,7.25,10,10,10,7.75,81.83,Green,1,1,1
839,2015,Yellow Bourbon,Ipanema Coffees,"839, Ipanema Coffees, 2015, Yellow Bourbon",Arabica,Brazil,south of minas,7.58,7,6.92,6.92,7.67,7.5,10,10,10,8.25,81.83,Green,1,1,1
840,2015,Catuai,U Mg Mg,"840, U Mg Mg, 2015, Catuai",Arabica,Myanmar,ywar ngan,7.33,7.58,7.5,7.42,7.33,7.33,10,10,10,7.33,81.83,Green,4001,4001,4001
841,2015,Catuai,Viridiana,"841, Viridiana, 2015, Catuai",Arabica,Mexico,chiapas,7.58,7.5,7.33,7.5,7.17,7.33,10,10,10,7.42,81.83,Green,1350,1500,1425
842,2015,Catuai,Cadexsa,"842, Cadexsa, 2015, Catuai",Arabica,Honduras,marcala,7.5,7.5,7.33,7.5,7.42,7.25,10,10,10,7.33,81.83,Green,1400,1400,1400
843,2015,Caturra,"Cafetalera Internacional Cafinter, S.A.","843, Cafetalera Internacional Cafinter, S.A., 2015, Caturra",Arabica,Costa Rica,tres rios,7.67,7.5,7.5,7.25,7.08,7.42,10,10,10,7.42,81.83,Green,1200,1400,1300
844,2014,Typica,"Lin, Che-Hao Krude ∆ûó≈ì≤»±™","844, Lin, Che-Hao Krude ∆ûó≈ì≤»±™, 2014, Typica",Arabica,Taiwan,"dongshan dist., tainan city Ëá∫ÂçóÂ∏ÇÊù±Â±±ÂçÄ",7.67,7.33,7.17,7.25,7.75,7.33,10,10,10,7.33,81.83,Green,700,700,700
845,2014,Typica,Essencecoffee,"845, Essencecoffee, 2014, Typica",Arabica,Indonesia,lington nihuta,7.42,7.42,7.42,7.33,7.42,7.42,10,10,10,7.42,81.83,None,1300,1300,1300
846,2014,Gesha,Afca,"846, Afca, 2014, Gesha",Arabica,Malawi,kakoma,7.58,7.42,7.33,7.33,7.33,7.42,10,10,10,7.42,81.83,Green,1556,1556,1556
847,2014,Bourbon,Ipanema Coffees,"847, Ipanema Coffees, 2014, Bourbon",Arabica,Brazil,south of minas,7.33,7.58,7.25,7.17,7.83,7.33,10,10,10,7.33,81.83,Green,1100,1100,1100
848,2014,Caturra,,"848, 2014, Caturra",Arabica,Honduras,comayagua,7.5,7.5,7.33,7.33,7.33,7.33,10,10,10,7.5,81.83,Green,1350,1350,1350
849,2014,Typica,Kurt Kappeli,"849, Kurt Kappeli, 2014, Typica",Arabica,Mexico,"siltepec el triunfo, chiapas, mexico",7.42,7.42,7.25,7.5,7.33,7.42,10,10,10,7.5,81.83,Green,1550,1550,1550
850,2013,Caturra,Racafe & Cia S.C.A,"850, Racafe & Cia S.C.A, 2013, Caturra",Arabica,Colombia,huila,7.5,7.5,7,7.42,7.5,7.58,10,10,10,7.33,81.83,Bluish-Green,1600,1950,1775
851,2012,Hawaiian Kona,Kona Pacific Farmers Cooperative,"851, Kona Pacific Farmers Cooperative, 2012, Hawaiian Kona",Arabica,United States,kona,7.83,7.83,7.83,8,7.83,7.83,10,6.67,10,8,81.83,Bluish-Green,,,
852,2012,Bourbon,Jacques Pereira Carneiro,"852, Jacques Pereira Carneiro, 2012, Bourbon",Arabica,Brazil,sul de minas,7.75,7.75,7.5,7.42,7.83,7.75,9.33,9.33,9.33,7.83,81.83,Bluish-Green,1250,1250,1250
853,2013,Bourbon,Juan Luis Alvarado Romero,"853, Juan Luis Alvarado Romero, 2013, Bourbon",Arabica,Guatemala,oriente,7.83,7.67,7.33,7.33,7.67,7.83,9.33,10,9.33,7.5,81.83,Green,399.483072,399.483072,399.483072
854,2012,Bourbon,Christina Dusing,"854, Christina Dusing, 2012, Bourbon",Arabica,Mexico,veracruz,7.83,7.33,7.25,7.58,7.25,7.33,10,10,10,7.25,81.83,Green,1500,1500,1500
855,2012,Typica,Jorge Francisco Martinez Hachity,"855, Jorge Francisco Martinez Hachity, 2012, Typica",Arabica,Mexico,coatepec,7.33,7.33,7.25,7.5,7.5,7.5,10,10,10,7.42,81.83,Green,1250,1250,1250
856,2011,Mundo Novo,Nucoffee,"856, Nucoffee, 2011, Mundo Novo",Arabica,Brazil,cerrado,7.33,7.67,7.25,7.5,7.5,7.25,10,10,10,7.33,81.83,,900,950,925
857,2011,,Exportadora De Cafe Condor S.A,"857, Exportadora De Cafe Condor S.A, 2011",Arabica,Colombia,huila,7.58,7.5,7.17,7.58,7.33,7.33,10,10,10,7.33,81.83,,1600,1800,1700
858,,,Kona Pacific Farmers Cooperative,"858, Kona Pacific Farmers Cooperative",Arabica,United States,kona,7.25,7.58,7.83,7.67,7.75,7.75,9.33,9.33,10,7.33,81.83,,,,
859,2017,Bourbon,Juan Luis Alvarado Romero,"859, Juan Luis Alvarado Romero, 2017, Bourbon",Arabica,Guatemala,san marcos,7.5,7.5,7.25,7.42,7.42,7.33,10,10,10,7.33,81.75,Green,1700,1700,1700
860,2014,Caturra,"Sunvirtue Co., Ltd.","860, Sunvirtue Co., Ltd., 2014, Caturra",Arabica,Vietnam,vietnam,7,7.08,7.33,7.5,7.5,7.33,10,10,10,8,81.75,Bluish-Green,1040,1040,1040
861,2014,Other,Ngorogoro Convenant Estate,"861, Ngorogoro Convenant Estate, 2014, Other",Arabica,Tanzania,ngorogoro,7.42,7.42,7.42,7.42,7.33,7.33,10,10,10,7.42,81.75,Bluish-Green,1500,1700,1600
862,2013,,Cafe Politico,"862, Cafe Politico, 2013",Arabica,Brazil,,7.17,7.25,7.17,7.25,7.42,8.25,10,10,10,7.25,81.75,Bluish-Green,,,
863,2012,Bourbon,Saul M. Hernandez Ramirez,"863, Saul M. Hernandez Ramirez, 2012, Bourbon",Arabica,Mexico,"tenango de doria, hidalgo",7.5,7.5,7.33,7.42,7.25,7.25,10,10,10,7.5,81.75,None,774,774,774
864,2012,Mundo Novo,Sergio Landa Alarcon,"864, Sergio Landa Alarcon, 2012, Mundo Novo",Arabica,Mexico,tepictla,7.42,7.5,7.17,7.67,7.33,7.42,10,10,10,7.25,81.75,Green,1250,1250,1250
865,2012,Typica,Diego Manuel Woolrich Ramirez,"865, Diego Manuel Woolrich Ramirez, 2012, Typica",Arabica,Mexico,oaxaca,7.42,7.5,7.33,7.58,7.33,7.33,10,10,10,7.25,81.75,Green,1100,1100,1100
866,2012,Caturra,Armando Luis Pohlenz Martinez,"866, Armando Luis Pohlenz Martinez, 2012, Caturra",Arabica,Mexico,la concordia,7.33,7.42,7.33,7.67,7.42,7.25,10,10,10,7.33,81.75,Green,1550,1550,1550
867,2012,Typica,Enrique Eduardo Lopez Aguilar,"867, Enrique Eduardo Lopez Aguilar, 2012, Typica",Arabica,Mexico,la concordia,7.5,7.42,7.25,7.33,7.67,7.25,10,10,10,7.33,81.75,,1650,1650,1650
868,2011,Caturra,Exportadora De Cafe Condor S.A,"868, Exportadora De Cafe Condor S.A, 2011, Caturra",Arabica,Colombia,huila,7.33,7.42,7.33,7.33,7.5,7.67,10,10,10,7.17,81.75,Green,1750,1750,1750
869,,,Racafe & Cia S.C.A,"869, Racafe & Cia S.C.A",Arabica,Colombia,huila,7.42,7.58,6.92,7.08,7.25,8,10,10,10,7.5,81.75,,1600,1950,1775
870,2017,Bourbon,Ipanema Coffees,"870, Ipanema Coffees, 2017, Bourbon",Arabica,Brazil,south of minas,7.42,7.5,7.25,7.5,7.5,7.25,10,10,10,7.25,81.67,Green,890,890,890
871,2017,Bourbon,Juan Luis Alvarado Romero,"871, Juan Luis Alvarado Romero, 2017, Bourbon",Arabica,Guatemala,san marcos,7.42,7.42,7.08,7.42,7.33,7.42,10,10,10,7.58,81.67,Green,1700,1700,1700
872,2017,Bourbon,Juan Luis Alvarado Romero,"872, Juan Luis Alvarado Romero, 2017, Bourbon",Arabica,Guatemala,santa rosa,7.42,7.33,7.17,7.67,7.33,7.42,10,10,10,7.33,81.67,Green,371.61216,371.61216,371.61216
873,2016,Catuai,Cadexsa,"873, Cadexsa, 2016, Catuai",Arabica,Honduras,marcala,7.58,7.5,7.33,7.33,7.42,7.25,10,10,10,7.25,81.67,Blue-Green,1450,1450,1450
874,2016,,Taylor Winch (Coffee) Ltd.,"874, Taylor Winch (Coffee) Ltd., 2016",Arabica,Tanzania,mbinga,7.17,7.33,7.33,7.42,7.5,7.33,10,10,10,7.58,81.67,Green,1800,1800,1800
875,,,"Comercial Internacional Exportadora, S.A.","875, Comercial Internacional Exportadora, S.A.",Arabica,Nicaragua,jinotega,7.58,7.5,7.25,7.25,7.5,7.25,10,10,10,7.33,81.67,Green,,,
876,2016,,Racafe & Cia S.C.A,"876, Racafe & Cia S.C.A, 2016",Arabica,Colombia,la plata,7.75,7.75,7.75,7.67,5.25,7.83,10,10,10,7.67,81.67,,,,
877,2015,Yellow Bourbon,Ipanema Coffees,"877, Ipanema Coffees, 2015, Yellow Bourbon",Arabica,Brazil,south of minas,7.25,7.75,6.92,7.42,7.5,7.58,10,10,10,7.25,81.67,Green,1,1,1
878,2014,Other,Dae Ltd Company,"878, Dae Ltd Company, 2014, Other",Arabica,Tanzania,mbinga,7.42,7.33,7.25,7.42,7.5,7.42,10,10,10,7.33,81.67,Green,1200,1800,1500
879,2013,Other,Tembo Coffee Company Ltd,"879, Tembo Coffee Company Ltd, 2013, Other",Arabica,Tanzania,"ilomba vilage, mbozi",7.33,7.33,7.5,7.25,7.42,7.33,10,10,10,7.5,81.67,Green,1700,1700,1700
880,2014,Bourbon,Ipanema Coffees,"880, Ipanema Coffees, 2014, Bourbon",Arabica,Brazil,south of minas,7.25,7.42,7.25,7.5,7.5,7.42,10,10,10,7.33,81.67,Green,1260,1260,1260
881,2013,Sumatra,Chris Finch,"881, Chris Finch, 2013, Sumatra",Arabica,Indonesia,bener meriah,7.17,7.42,7.33,7.42,7.33,7.42,10,10,10,7.58,81.67,Bluish-Green,,,
882,2014,Caturra,,"882, 2014, Caturra",Arabica,Honduras,comayagua,7.5,7.33,7.5,7.5,7.17,7.17,10,10,10,7.5,81.67,Green,1400,1400,1400
883,2013,Caturra,"Ceca, S.A.","883, Ceca, S.A., 2013, Caturra",Arabica,Costa Rica,tarrazu,7.5,7.17,7.17,7.17,7.5,7.08,10,10,10,8.08,81.67,Green,1850,1850,1850
